@relation DATASET_BW

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.804348,0,5.125,9,0,0,0,0.888889,4,0,8.195652,37,4,0.6,0,1,0,0.25,0.125,1,0.125,0,8.230769,0.142857,8,1,52.142857,0,3.714286,0,0,0.875,0.142857,9.714286,28,12,4,130,9,0,85,8,4.379103,283.63394,8,8,8,6,1,8,1,8,8,1,8,1,1,8,8,5,0,0,130,7.793893,130,7.938931,0,0,0,0,0,0,129.666667,7.832061,0,0.614943,0.114943,0,0,0,0.074713,?,?,?,?,?,?,0.186916,0,0,0,0.121495,0,0,0,0.65,?,?,?,?,?,?,0,0,0
0.846154,0,3.192308,8,0,0,0,1.137931,4,0,7.269231,18,5,1,0,1,0,0,0.166667,0.333333,0.166667,0.333333,8.25,0.2,0,0.6,37.8,0,3.2,0,0,1.166667,0.2,3.2,16,0,1,62,5,0,16,3,4.822699,187.296128,6,1,6,6,6,6,1,6,6,1,6,1,1,6,6,6,0,0,65,5.909091,64.857143,5.590909,0,0,0,0,0,0,65,5.878788,0,0.647059,0.068627,0,0,0,0.132353,?,?,?,?,?,?,0.106061,0,0,0,0.204545,0,0,0,1.928571,?,?,?,?,?,?,17,17,1
0.916667,0,3.909091,7,0,0,0,0.346154,2,0,10.333333,45,4,1,0.912871,1,0.912871,0.5,0.333333,0.166667,0.2,0,9.461538,0,10,0.25,50.75,0.25,3.25,0,0,1.166667,0.75,13,21,12,1,69,4,0,52,4,4.091281,154.287225,6,6,6,7,1,1,6,6,6,6,6,1,1,6,6,6,0,0,68.857143,5.814286,69,5.828571,0,0,0,0,0,0,68.857143,5.828571,0,0.605911,0.024631,0,0,0,0.1133,?,?,?,?,?,?,0.04065,0,0,0,0.186992,0,0,0,4.6,?,?,?,?,?,?,2,2,1
0.794118,0,4.451613,8,0,1.029412,3,2.864865,9,100,9,45,5,1,0,1,0,0.333333,0,0.333333,0.538462,0,6.333333,0.166667,7.333333,0.5,42.666667,0,3.5,0.333333,0,1.333333,1,9.833333,21,12,2,67,5,4,137,5,4.39274,252.009038,12,6,6,13,1,6,1,5,7,1,1,6,1,5,6,1,78,11.898734,77.923077,11.759494,78,11.949367,78,12,0,0,0,0,77.769231,11.734177,0.515209,0.288973,0.024715,0.007605,0,0,0.051331,0.560886,0.04797,0.01476,0,0,0.099631,0.085526,0.026316,0,0,0.177632,0.307692,0,0,2.076923,0,0,6.75,?,?,?,10,15,1
1,1,2.4,6,0,0,0,0.857143,3,0,15.2,37,3,0.666667,0,1,0,0,0,0,0.166667,0,6.846154,0,6,0,28.6,0,2.6,0,0,1.4,1.4,3.6,11,6,0,63,6,0,30,3,4.174386,127.99897,5,1,1,6,1,1,1,1,5,1,5,1,1,5,5,4,0,0,62.666667,4.875,0,0,0,0,0,0,0,0,63,4.9375,0,0.679389,0,0,0,0,0.183206,?,?,?,?,?,?,0,0,0,0,0.269663,?,?,?,?,?,?,?,?,?,?,26,26,1
0.9,0,5.324324,10,0,0,0,1.454545,8,0,8.075,37,4,1,?,?,?,0.285714,0,0,0.125,0,9.227273,0,9.142857,0.428571,47.285714,0,3.285714,0,0.714286,1,1,8.428571,20,16,2,121,9,0,84,5,4.363866,245.268739,7,6,1,7,1,1,1,7,7,1,7,1,7,7,7,7,0,0,121,6.803279,121,6.92623,0,0,121,6.942623,0,0,121,6.803279,0,0.607843,0.029412,0,0.071895,0,0.098039,?,?,?,?,?,?,0.048387,0,0.11828,0,0.16129,0,2.444444,0,3.333333,?,?,?,0,1.363636,?,1,1,0
0.852941,0,4.83871,8,0,0,0,1.767442,4,0,8.205882,37,5,1,0,1,0,0.2,0,0.2,0.166667,1,8.36,0.2,0,1.8,63.2,0,5,0,0.2,1.6,1,4.4,19,0,3,112,11,0,32,4,4.675756,315.422696,5,5,5,6,5,5,1,4,1,1,4,1,5,1,4,4,0,0,115,4.741379,115,4.672414,0,0,115,4.87069,0,0,115,4.827586,0,0.542945,0.122699,0,0.147239,0,0.107362,?,?,?,?,?,?,0.225989,0,0.271186,0,0.19774,0,1.2,0,0.875,?,?,?,0,0.729167,?,2,2,0
0.347826,0,6.315789,10,2,0.086957,1,2.633333,6,0,1.086957,9,4,0.8,?,?,?,0.272727,0.272727,0.181818,0.111111,0.181818,3.391304,0.125,13.875,0.75,34.375,0.125,2.75,0.375,0.181818,0.454545,0.375,16.375,10,35,2,74,9,1,131,3,3.594274,333.668561,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,0,0,73.833333,10.666667,73.916667,10.706667,73.583333,10.52,0,0,0,0,73.833333,10.84,0,0.283636,0.083636,0.010909,0,0,0.145455,?,?,?,?,?,?,0.294872,0.038462,0,0,0.512821,0.130435,0,0,1.73913,0,0,13.333333,?,?,?,0,0,1
0.846154,0,4.272727,9,0,0.615385,1,0.8,2,100,11.230769,37,4,1,0,1,0,0,0,0,0.375,0,11.6,0,12.8,0.4,29.6,0,0.8,0,0,1,0,13.4,22,40,2,53,1,0,126,5,4.368098,59.794706,11,1,1,11,1,1,5,5,1,1,1,1,1,4,1,5,67.166667,10.959459,73,10.959459,73,10.851351,0,0,0,0,0,0,72.75,10.851351,0.673333,0.128889,0.022222,0,0,0,0.026667,0.191419,0.033003,0,0,0,0.039604,0.172414,0,0,0,0.206897,0,0,0,1.2,?,?,?,?,?,?,10,16,1
0.916667,0,3.863636,9,0,0.333333,1,1.357143,4,100,6.5,17,6,1,0,1,0,0.1,0.153846,0,0.272727,0.1,9,0.25,1,0.5,26.625,0,2,0,0,0.8,0.375,2.75,17,4,1,41,3,0,40,5,4.674133,190.164836,13,10,1,14,10,10,8,10,8,1,7,1,1,7,10,10,70,12.887324,70,12.859155,70,12.915493,0,0,0,0,0,0,70,12.816901,0.342939,0.429395,0.048991,0,0,0,0.069164,1.252101,0.142857,0,0,0,0.201681,0.114094,0,0,0,0.161074,0,0,0,1.411765,?,?,?,?,?,?,3,3,1
0.761905,0,4,7,0,0.047619,1,0.75,4,0,9.047619,37,4,0.75,?,?,?,0.428571,0,0,0.125,0.142857,7.916667,0.142857,8.285714,0.285714,27.285714,0,1.571429,0.142857,0,0.714286,0.285714,7.428571,16,10,1,60,4,1,68,3,4.01927,138.301699,7,7,1,8,7,7,1,7,6,1,7,7,1,7,7,6,0,0,60,6.95082,60,6.836066,60,7,0,0,0,0,60,6.754098,0,0.542857,0.045714,0.005714,0,0,0.108571,?,?,?,?,?,?,0.084211,0.010526,0,0,0.2,0.125,0,0,2.375,0,0,19,?,?,?,8,8,1
0.763158,0,3.225806,8,0,0,0,1.804348,6,0,6.184211,57,7,0.857143,0.65938,1,0.65938,0.25,0,0,0.111111,0.25,8.25,0.25,0,1,36.125,0.125,3,0,0,1.75,0.75,2.125,22,0,3,71,7,0,31,3,4.758018,375,8,8,1,9,8,8,1,8,8,8,8,1,1,6,8,8,0,0,73,7.797297,73,7.824324,0,0,0,0,0,0,72.888889,7.810811,0,0.640777,0.100324,0,0,0,0.139159,?,?,?,?,?,?,0.156566,0,0,0,0.217172,0,0,0,1.387097,?,?,?,?,?,?,6,6,0
0.904762,0,5,9,0,0.047619,1,0.857143,4,85.695,4.285714,11,3,1,?,?,?,0.75,0,0,0.5,0,6.5,0,8,0,33.75,0,2.75,0,0,0,1.25,11.25,12,8,0,53,5,0,108,5,4.083243,73.082418,7,1,1,8,1,1,1,1,1,1,4,1,1,1,4,1,59.625,6.925,79,6.775,0,0,0,0,0,0,0,0,79,6.875,0.63587,0.211957,0,0,0,0,0.029891,0.333333,0,0,0,0,0.047009,0,0,0,0,0.141026,?,?,?,?,?,?,?,?,?,?,20,28,1
0.862069,0,3.8,8,0,1.413793,4,3.969697,13,100,9.62069,37,5,1,0.46291,1,0.46291,0,0.090909,0.375,0.363636,0.125,7,0.142857,7.428571,0.571429,36.857143,0,2.428571,0.428571,0,1.375,0.571429,9.142857,15,12,3,73,7,2,98,4,4.44561,253.823745,11,1,8,12,8,8,1,8,8,1,6,7,1,8,8,1,82,10.927711,82,10.819277,82,10.855422,82,10.927711,0,0,0,0,81.916667,10.807229,0.342711,0.340153,0.061381,0.007673,0,0,0.084399,0.992537,0.179104,0.022388,0,0,0.246269,0.180451,0.022556,0,0,0.24812,0.125,0,0,1.375,0,0,11,?,?,?,13,14,1
0.333333,0,5.944444,10,0,0.041667,1,1.675,8,0,2.541667,21,5,0.833333,0,1,0,0.2,0,0.4,0.090909,0.2,3.166667,0.1,5.7,1.6,26.8,0,1.7,1.4,0,0.8,0,8.4,10,12,9,86,6,5,85,4,4.321365,327.885618,10,10,10,11,10,10,10,10,9,1,9,10,1,7,1,10,0,0,86,9.816092,85.909091,9.724138,86,10,0,0,0,0,85.909091,9.781609,0,0.262172,0.29588,0.003745,0,0,0.123596,?,?,?,?,?,?,1.128571,0.014286,0,0,0.471429,0.012658,0,0,0.417722,0,0,33,?,?,?,0,0,0
0.846154,0,4.636364,10,0,0.102564,1,2.326087,10,0,10.897436,45,6,1,0.930949,1,0.930949,0.142857,0,0,0.125,0,5.444444,0.285714,8.857143,0.857143,41.857143,0,3.285714,0.571429,0.571429,1.571429,1.428571,10,15,16,3,68,6,9,70,7,4.32278,349.774632,7,7,1,8,1,7,1,7,1,1,7,7,7,7,7,1,0,0,68,6.84058,67.875,6.855072,68,7,0,0,0,0,67.875,6.73913,0,0.505119,0.095563,0.027304,0,0,0.133106,?,?,?,?,?,?,0.189189,0.054054,0,0,0.263514,0.285714,0,0,1.392857,0,0,4.875,?,?,?,4,5,0
0.875,0,5.608696,10,0,0.041667,1,1.37037,3,0,6.875,37,6,1,0,1,0,0.333333,0,0,0.142857,0.166667,6.894737,0.166667,0,0.5,29.666667,0,3.166667,0,0,1,0.333333,2.333333,13,0,1,52,7,0,22,3,4.634566,155.589411,6,6,1,7,6,6,1,6,1,1,1,1,1,4,6,5,0,0,54,5.781818,54,5.745455,0,0,54,6,0,0,53.714286,5.781818,0,0.544974,0.058201,0,0.185185,0,0.10582,?,?,?,?,?,?,0.106796,0,0.339806,0,0.194175,0,3.181818,0,1.818182,?,?,?,0,0.571429,?,5,5,0
1,1,3.875,7,0,0,0,1.217391,4,0,13,37,5,0.714286,0,1,0,0.090909,0.363636,0,0.125,0,11.111111,0,10.857143,0.857143,33.714286,0,1.285714,0,0,0.454545,0,12.714286,16,16,1,42,2,0,89,4,3.972132,116,11,11,1,9,1,1,11,9,9,1,7,1,1,11,1,9,0,0,42,10.813953,42,10.604651,0,0,42,10.953488,0,0,42,10.604651,0,0.292373,0.122881,0,0.148305,0,0.059322,?,?,?,?,?,?,0.42029,0,0.507246,0,0.202899,0,1.206897,0,0.482759,?,?,?,0,0.4,?,1,1,1
0.882353,0,5.45098,9,0,0,0,1.116667,5,0,7.901961,37,7,1,0.912871,1,0.912871,0.222222,0.222222,0.222222,0.125,0.444444,8.333333,0.428571,11.428571,1.142857,59,0,3.857143,0,0,1.444444,1,15.714286,17,16,4,97,8,0,110,7,4.398625,388.418347,9,8,9,8,7,7,8,9,6,1,9,1,1,9,9,1,0,0,97,8.714286,96.7,8.826531,0,0,0,0,0,0,96.6,8.765306,0,0.544794,0.075061,0,0,0,0.113801,?,?,?,?,?,?,0.137778,0,0,0,0.208889,0,0,0,1.516129,?,?,?,?,?,?,7,8,1
0.707317,0,2.969697,13,0,0.04878,1,1.942308,6,0,7.658537,22,6,1,0,1,0,0.428571,0,1.285714,0.125,0.142857,5.888889,0.142857,3,1.571429,47.142857,0,3.857143,3,0,1.714286,0.428571,7.714286,23,6,7,94,5,7,55,6,4.855772,413.594,7,7,6,8,7,7,7,7,1,1,1,6,1,1,7,1,0,0,93.875,6.747368,94,6.810526,93.375,6.789474,0,0,0,0,94,6.757895,0,0.544073,0.142857,0.012158,0,0,0.136778,?,?,?,?,?,?,0.26257,0.022346,0,0,0.251397,0.085106,0,0,0.957447,0,0,11.25,?,?,?,5,5,0
0.76,0,4.9,10,0,0.6,2,1.321429,4,100,6.48,37,4,1,0,1,0,0.428571,0.090909,0,0.454545,0.571429,8.866667,0,7.333333,0.5,37.333333,0,2.333333,0,0,0.714286,0.166667,9.5,20,12,1,71,5,0,89,4,4.395614,171.895354,11,5,1,12,7,1,1,6,7,1,6,1,1,7,7,1,71,10.861111,70.916667,10.847222,70.916667,10.819444,0,0,0,0,0,0,70.666667,10.791667,0.315951,0.407975,0.03681,0,0,0,0.064417,1.291262,0.116505,0,0,0,0.203883,0.090226,0,0,0,0.157895,0,0,0,1.75,?,?,?,?,?,?,1,4,1
0.945946,0,4.25,9,0,0,0,2.96,10,0,8.108108,37,9,1,0.759485,0.589768,0.894427,0.083333,0,0,0.076923,0.083333,8.428571,0.166667,0,1.083333,31.5,0.166667,2.416667,0,0.083333,1.333333,0.5,2.75,19,0,5,66,5,0,39,3,4.625257,427.175176,12,12,1,13,12,12,1,12,12,12,12,1,12,12,12,12,0,0,68.846154,11.828571,68.769231,11.771429,0,0,69,11.828571,0,0,68.769231,11.828571,0,0.502326,0.097674,0,0.106977,0,0.111628,?,?,?,?,?,?,0.194444,0,0.212963,0,0.222222,0,1.095238,0,1.142857,?,?,?,0,1.043478,?,25,29,0
0.5,0,4.142857,6,0,0,0,1.75,4,0,10.857143,37,4,1,0,1,0,0.571429,0.428571,0,0.2,0.142857,2.833333,0.25,10,0.25,26.25,0,3,0,0,0.571429,0.5,13,8,12,1,33,4,0,52,3,3.334425,113.299827,7,5,1,6,7,7,5,7,5,1,5,1,1,6,7,5,0,0,33,6.882353,33,6.794118,0,0,0,0,0,0,33,6.794118,0,0.32381,0.019048,0,0,0,0.161905,?,?,?,?,?,?,0.058824,0,0,0,0.5,0,0,0,8.5,?,?,?,?,?,?,0,0,1
1,1,5.181818,9,0,0,0,0.058824,1,0,11.515152,45,3,0.666667,?,?,?,0.25,0.25,0,0.25,0,13,0,8,0,62,0,3.666667,0,0,1,1.333333,9,21,8,0,86,4,0,27,5,4.30841,102.798583,4,4,1,4,1,1,1,1,3,1,3,1,1,4,4,3,0,0,85.8,3.747126,0,0,0,0,0,0,0,0,86,3.850575,0,0.768817,0,0,0,0,0.086022,?,?,?,?,?,?,0,0,0,0,0.111888,?,?,?,?,?,?,?,?,?,?,0,0,0
0.869565,0,4.681818,9,0,0.173913,1,1.37037,4,100,10.391304,37,4,1,0,1,0,0.5,0.1,0,0.5,0,6.8,0,6.4,0.8,37.4,0,2.8,0,0,0.833333,0.4,9.4,20,8,2,50,4,0,75,3,4.393594,156.080107,10,6,1,11,1,1,5,6,6,1,6,1,1,6,6,4,49.909091,9.843137,49.909091,9.72549,50,9.960784,0,0,0,0,0,0,49.909091,9.705882,0.333333,0.365591,0.071685,0,0,0,0.060932,1.096774,0.215054,0,0,0,0.182796,0.196078,0,0,0,0.166667,0,0,0,0.85,?,?,?,?,?,?,12,15,1
0.833333,0,4.459459,9,0,0,0,1.957447,7,0,8.380952,37,6,1,0.333333,1,0.333333,0.111111,0.111111,0.555556,0.111111,0,8.444444,0,9.5,0.5,48.625,0,3.375,0.125,0.222222,1.222222,0.625,11.75,15,16,2,96,9,2,94,7,4.602673,322.02276,9,9,9,10,1,1,1,9,9,1,9,9,9,9,9,1,0,0,96,8.824742,95.9,8.917526,96,9,96,8.938144,0,0,95.7,8.814433,0,0.462725,0.048843,0.005141,0.151671,0,0.092545,?,?,?,?,?,?,0.105556,0.011111,0.327778,0,0.2,0.105263,3.105263,0,1.894737,29.5,0,18,0,0.610169,?,29,29,0
0.72,0,6.583333,12,0,0.04,1,2.214286,6,0,6.28,51,4,1,?,?,?,0.75,0,0,0.2,0.25,6.210526,0,0,0.75,41.5,0.25,4.75,0.25,0.5,1.5,1,2.75,22,0,2,66,6,1,20,4,4.487524,210.831236,4,1,1,5,4,1,1,4,1,4,1,4,4,1,4,4,0,0,68.6,3.7,69,4,69,4,0,0,0,0,69,3.728571,0,0.659218,0.050279,0.005587,0,0,0.150838,?,?,?,?,?,?,0.076271,0.008475,0,0,0.228814,0.111111,0,0,3,0,0,27,?,?,?,2,3,0
0.710526,0,6.814815,10,0,0,0,1.690476,6,0,6.052632,17,8,1,?,?,?,0.666667,0.25,0,0.1,0.5,7.586207,0.111111,12.444444,0.333333,47.444444,0,3.666667,0,0,0.666667,1.111111,15.444444,12,16,1,73,7,0,139,6,4.309429,351.861675,12,12,1,13,12,12,12,11,12,1,12,1,1,12,11,12,0,0,72.846154,11.905405,72.923077,11.891892,0,0,0,0,73,12,72.923077,11.878378,0,0.515222,0.025761,0,0,0.014052,0.119438,?,?,?,?,?,?,0.05,0,0,0.027273,0.231818,0,0,0.545455,4.636364,?,?,?,?,?,8.5,26,74,0
0.8,0,4.604167,11,0,0.016667,1,1.608696,6,0,10.366667,45,7,1,0.802928,0.658281,0.908893,0.125,0,0.125,0.111111,0.875,7.179487,0.25,12.5,1,64.25,0.125,4.75,0.125,0.375,2.125,1.25,17,36,20,4,118,13,1,136,4,4.464998,520.921416,8,8,8,9,8,8,1,8,1,8,7,8,8,1,8,1,0,0,118,7.764706,118,7.857143,0,0,118,8,0,0,117.888889,7.815126,0,0.451362,0.070039,0,0.122568,0,0.108949,?,?,?,?,?,?,0.155172,0,0.271552,0,0.241379,0,1.75,0,1.555556,?,?,?,0,0.888889,?,12,14,0
