@relation DATASET_DORN

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.561404,0,5.708861,12,0,0.105263,1,4.436508,12,0,5.105263,37,26,0.925926,0.742362,0.536875,0.899735,0.366667,0.066667,0.233333,0.034483,0.1,4.873786,0.178571,10.071429,0.428571,37.535714,0.035714,4.321429,0.392857,0.433333,0.666667,0.464286,12.5,12,34,2,77,11,3,350,7,4.239462,1172.976673,30,30,30,31,30,30,30,30,24,30,24,30,30,27,30,30,0,0,77,29.897436,76.935484,29.730769,76.83871,29.884615,76.967742,29.820513,0,0,76.83871,29.782051,0,0.387035,0.036225,0.004766,0.160153,0,0.096282,?,?,?,?,?,?,0.093596,0.012315,0.413793,0,0.248768,0.131579,4.421053,0,2.657895,33.6,0,20.2,0,0.60119,?,42,57,1
0.700565,0,4.818182,12,0,0.508475,9,5.470588,19,100,5.463277,37,35,0.945946,0.360354,0.07581,0.99403,0.325581,0.08,0.325581,0.025,0.139535,6.179012,0.153846,0,0.692308,35.74359,0.102564,4.128205,0.051282,0.348837,0.674419,1,2.615385,18,0,4,73,12,4,176,13,4.923516,1991.40735,50,43,42,51,43,43,1,43,45,43,35,43,43,40,40,39,84,49.670588,83.980392,49.870588,83.823529,49.564706,0,0,83.960784,49.764706,0,0,83.823529,49.741176,0.159495,0.445209,0.040734,0,0.179575,0,0.085485,2.791367,0.255396,0,1.125899,0,0.535971,0.091495,0,0.403351,0,0.19201,0,4.408451,0,2.098592,?,?,?,0,0.476038,?,58,62,1
0.6,0,7,8,6,0,0,0.5,1,100,5,18,1,1,0,1,0,0,0.1,0,0.5,0,5.333333,0,7.2,0.6,13.4,0,1,0,0,0.166667,0,4.2,12,8,1,27,3,0,104,6,4.018925,22.458839,10,1,1,7,1,1,1,4,9,1,6,1,1,6,1,4,59.272727,9.212121,65,9.848485,65,9.681818,0,0,0,0,0,0,65,10,0.808023,0.045845,0.031519,0,0,0,0.008596,0.056738,0.039007,0,0,0,0.010638,0.6875,0,0,0,0.1875,0,0,0,0.272727,?,?,?,?,?,?,6,6,1
0.538462,0,3.714286,6,0,0.076923,1,0.75,2,0,7.076923,57,5,1,?,?,?,0,0,0,0.090909,0,4.916667,0,1.2,0.7,13.7,0,1.4,0.1,0.1,0.1,0.2,2.4,11,4,2,55,7,1,31,2,4.565291,76,10,1,1,11,1,1,10,10,10,1,10,10,10,10,10,10,55,8.75,55,9.946429,54.818182,9.821429,0,0,55,9.464286,0,0,55,9.839286,0.238095,0.172619,0.160714,0,0.261905,0,0.035714,0.725,0.675,0,1.1,0,0.15,0.931034,0,1.517241,0,0.206897,0,1.62963,0,0.222222,?,?,?,0,0.136364,?,2,2,1
0.784615,0,5.588235,11,0,1.030769,6,3.369863,10,100,4.615385,47,9,1,0.620035,0.460566,0.870388,0.533333,0.16129,0.266667,0.521739,0,7.358974,0.090909,6.545455,0.727273,46.636364,0,4.272727,0.181818,0,0.466667,0.818182,12.545455,14,12,3,124,10,4,305,13,4.54321,437.594083,31,15,15,32,1,15,15,15,30,1,15,15,1,15,15,15,81.4375,31,84,30.894118,83.9375,30.905882,81.375,31,84,30.929412,0,0,83.78125,30.811765,0.606864,0.209048,0.020281,0.00312,0.020281,0,0.029641,0.344473,0.033419,0.005141,0.033419,0,0.048843,0.097015,0.014925,0.097015,0,0.141791,0.153846,1,0,1.461538,6.5,0,9.5,0,1.461538,?,77,84,1
0.705882,0,4.788991,12,0,0.058824,1,24.387755,80,100,5.948529,38,32,0.941176,0,1,0,0.395833,0.24,0.3125,0.076923,0,5.982301,0,1.666667,0.305556,32.972222,0.027778,3.472222,0.722222,0.041667,0.125,0,4.75,17,8,2,54,6,5,193,23,4.640249,1498.29757,50,48,48,49,1,1,48,48,42,48,32,48,48,48,1,44,31.843137,49.779412,66.921569,49.926471,66.882353,49.705882,0,0,66.980392,49.955882,0,0,66.843137,49.955882,0.062401,0.273302,0.034755,0,0.386256,0,0.106635,4.379747,0.556962,0,6.189873,0,1.708861,0.127168,0,1.413295,0,0.390173,0,11.113636,0,3.068182,?,?,?,0,0.276074,?,154,186,1
1,1,3.5,6,0,0.5,1,0.833333,2,100,8,15,1,1,?,?,?,0,0.2,0,0.666667,0,11,0,2.666667,0.666667,14.333333,0,1,0,0,0.25,0,1.666667,13,4,1,31,2,0,45,3,4.23504,19.651484,10,1,1,1,1,1,4,3,9,1,4,1,1,4,1,4,52.727273,9.944444,53,10,52.909091,9.888889,0,0,0,0,0,0,53,10,0.767568,0.118919,0.048649,0,0,0,0.016216,0.15493,0.06338,0,0,0,0.021127,0.409091,0,0,0,0.136364,0,0,0,0.333333,?,?,?,?,?,?,5,8,1
0.513158,0,5.229167,12,0,0.085526,1,4.463277,20,100,5.756579,57,32,0.911765,0,1,0,0.458333,0.14,0.229167,0.02381,0.104167,4.916667,0.097561,0,0.609756,28.195122,0.073171,3.365854,0.268293,0.604167,0.583333,0.707317,2.536585,15,0,2,101,17,7,117,14,5.075522,1773.649072,50,47,48,49,48,48,48,48,46,48,44,48,48,48,48,46,102,49.883495,101.980392,49.776699,101.980392,49.805825,101.960784,49.854369,101.882353,49.902913,0,0,101.843137,49.873786,0.05787,0.442901,0.083333,0.00463,0.209877,0,0.10108,7.653333,1.44,0.08,3.626667,0,1.746667,0.188153,0.010453,0.473868,0,0.228223,0.055556,2.518519,0,1.212963,45.333333,0,21.833333,0,0.481618,?,27,31,0
0.715385,0,5.400966,12,0,0.084615,1,11.225455,45,0,5.142308,45,37,0.894737,0,1,0,0.18,0.14,0.4,0.022727,0,5.497409,0,9.046512,0.348837,43.627907,0,4.837209,0.72093,0.32,0.92,1.488372,9.302326,26,46,1,76,11,9,445,27,4.642231,2608.622111,50,50,50,51,1,1,50,50,50,1,50,50,50,45,50,50,0,0,75.960784,49.74026,75.941176,49.74026,75.960784,49.896104,75.960784,49.753247,0,0,75.941176,49.727273,0,0.542327,0.032769,0.004915,0.084107,0,0.118514,?,?,?,?,?,?,0.060423,0.009063,0.155086,0,0.21853,0.15,2.566667,0,3.616667,17.111111,0,24.111111,0,1.409091,?,88,121,0
0.6,0,6.333333,8,4,0.4,2,0.857143,4,100,2.8,9,2,1,?,?,?,0,0.222222,0.166667,0.5,0,6,0,4,0.5,13.75,0,1.25,0,0,0.166667,0,1.5,10,8,1,34,4,0,60,3,3.939665,36.541209,9,1,6,1,1,1,6,6,6,1,6,1,1,6,1,6,52.2,8.881356,58,8.966102,58,8.898305,0,0,0,0,0,0,58,8.915254,0.680233,0.139535,0.046512,0,0,0,0.02907,0.205128,0.068376,0,0,0,0.042735,0.333333,0,0,0,0.208333,0,0,0,0.625,?,?,?,?,?,?,0,0,1
0.75,0,3.733333,7,0,0.3,1,0.545455,1,100,5.95,37,4,1,0,1,0,0.142857,0.333333,0,0.2,0,7.363636,0,11,0.5,37.75,0,3.5,0.25,0,0.428571,0.5,12,16,24,1,55,5,1,66,5,4.344055,88,9,7,1,10,1,1,6,7,9,1,6,1,1,5,6,7,75,9,75,8.789474,75,8.907895,0,0,75,8.881579,0,0,74.9,8.868421,0.452899,0.282609,0.032609,0,0.021739,0,0.036232,0.624,0.072,0,0.048,0,0.08,0.115385,0,0.076923,0,0.128205,0,0.666667,0,1.111111,?,?,?,0,1.666667,?,5,5,1
0.513158,0,6.3,12,0,1.263158,3,10.897727,27,95.845,3.473684,21,26,0.896552,0,1,0,0.27907,0.06,0.023256,0.02439,0.046512,2.986667,0.075,0,0.3,18.65,0.05,1.55,0.625,0.348837,0.093023,0.1,2.825,8,0,2,39,4,9,164,19,4.635226,1143.852964,50,43,43,51,43,43,43,43,1,43,43,43,43,43,43,43,61.745098,49.921875,62.980392,49.84375,62.921569,49.890625,0,0,62.941176,50,0,0,62.882353,49.921875,0.24614,0.19346,0.031789,0,0.269755,0,0.079927,0.785978,0.129151,0,1.095941,0,0.324723,0.164319,0,1.394366,0,0.413146,0,8.485714,0,2.514286,?,?,?,0,0.296296,?,62,249,1
0.163743,0,7.322917,10,0,0.099415,1,11.893204,27,24.44,0.964912,18,28,0.666667,?,?,?,0.422222,0.104167,0.288889,0.02439,0.266667,2.662651,0.3,10.4,0.875,35.975,0.2,4.775,0.575,0.511111,0.422222,0.175,15.675,13,20,5,83,11,2,643,21,3.922768,2366.624322,48,45,44,50,45,45,44,44,27,45,43,45,45,45,45,45,83,49,82.98,48.714286,82.92,48.77381,82.9,48.904762,82.94,48.988095,0,0,83,48.714286,0.068608,0.291909,0.067314,0.003883,0.01877,0,0.141748,4.254717,0.981132,0.056604,0.273585,0,2.066038,0.230599,0.013304,0.064302,0,0.485588,0.057692,0.278846,0,2.105769,4.833333,0,36.5,0,7.551724,?,34,37,0
0.72973,0,5.051724,9,0,0.648649,4,4.301075,12,100,7.567568,45,17,0.894737,?,?,?,0.291667,0.133333,0.333333,0.185185,0.041667,5.292308,0.136364,8.636364,0.863636,34.181818,0.090909,3.636364,0.136364,0.25,0.458333,0.318182,10.909091,14,30,2,78,8,2,290,6,4.292081,697.465343,30,24,24,31,24,24,23,23,27,24,22,24,24,24,22,23,72.870968,29.962025,78,29.759494,77.870968,29.632911,77.806452,29.797468,77.967742,29.835443,0,0,77.903226,29.721519,0.232653,0.253061,0.064286,0.002041,0.153061,0,0.060204,1.087719,0.276316,0.008772,0.657895,0,0.258772,0.254032,0.008065,0.604839,0,0.237903,0.031746,2.380952,0,0.936508,75,0,29.5,0,0.393333,?,12,13,1
0.746479,0,5.055556,10,0,1.309859,12,3.771084,14,100,3.070423,37,14,0.857143,?,?,?,0.12,0.166667,0.2,0.15,0,8.111111,0.058824,6.588235,0.705882,37.529412,0,3.352941,0.588235,0.04,0.4,0.647059,7.294118,17,16,2,69,6,9,284,12,5.057045,551.032389,48,24,25,49,1,25,25,25,48,1,24,25,25,25,25,25,70.469388,48,74.959184,47.894737,74.918367,47.947368,0,0,75,47.802632,0,0,74.734694,47.776316,0.59849,0.237256,0.032096,0,0.016362,0,0.030208,0.396425,0.053628,0,0.02734,0,0.050473,0.135279,0,0.068966,0,0.127321,0,0.509804,0,0.941176,?,?,?,0,1.846154,?,45,63,1
0.677686,0,5.310345,9,0,0.066116,1,10.782946,34,0,4.272727,20,20,0.708333,0,1,0,0.517241,0.066667,0.172414,0.035714,0.206897,4.90678,0.222222,11.111111,0.296296,39.740741,0,5.148148,0.333333,0.482759,0.310345,1.481481,10.666667,20,24,1,76,10,4,320,17,4.334963,1382.483515,30,28,29,31,29,29,1,29,1,1,18,29,29,29,29,24,76,30,76,29.844156,75.709677,29.935065,75.870968,29.857143,76,29.831169,0,0,75.903226,29.714286,0.016068,0.468809,0.02552,0.002836,0.104915,0,0.116257,29.176471,1.588235,0.176471,6.529412,0,7.235294,0.054435,0.006048,0.22379,0,0.247984,0.111111,4.111111,0,4.555556,37,0,41,0,1.108108,?,95,96,0
0.753521,0,5.401709,10,0,0.147887,2,9.974522,26,100,4.915493,16,26,0.928571,0.402401,0.13159,0.794719,0.25,0.18,0.4,0.03125,0.525,5.015625,0.129032,10.322581,0.483871,41.580645,0,5,0.096774,0.575,0.75,1.096774,11.387097,19,25,1,67,10,1,409,15,4.506071,1514.716245,50,40,40,51,39,38,38,39,47,1,39,40,39,39,39,39,71.921569,49.890411,71.921569,49.739726,71.803922,49.643836,0,0,71.980392,49.767123,0,0,71.764706,49.616438,0.19863,0.345579,0.023039,0,0.123288,0,0.08655,1.739812,0.115987,0,0.62069,0,0.435737,0.066667,0,0.356757,0,0.25045,0,5.351351,0,3.756757,?,?,?,0,0.70202,?,41,47,1
0.853503,0,4.820896,11,0,0.003185,1,11.053892,37,0,5.93949,37,43,0.627907,0,1,0,0,0.04,0.66,0.020408,0.06,7.56338,0.020833,8.270833,0.416667,51.3125,0.083333,5.25,0.208333,0,1.84,1.75,8.5,43,25,2,82,9,2,465,33,4.544311,3268.853774,50,1,48,51,50,50,1,50,50,50,50,1,1,50,50,50,0,0,81.960784,49.855422,81.901961,49.939759,0,0,0,0,0,0,81.72549,49.879518,0,0.673732,0.023691,0,0,0,0.133001,?,?,?,?,?,?,0.035163,0,0,0,0.197409,0,0,0,5.614035,?,?,?,?,?,?,167,481,0
0.272109,0,9.685185,12,0,0.040816,1,32.401361,68,100,1.931973,22,25,0.675676,?,?,?,0.069767,0.08,0,0.071429,0,4.440559,0,5.230769,0,28.076923,0,4.564103,0,0,0.046512,0,6.307692,20,6,0,41,6,0,297,68,4.991546,1254,50,43,1,51,1,1,42,1,49,1,1,1,1,42,1,42,64.176471,49.987013,76,49.961039,0,0,0,0,75.921569,49.909091,0,0,74.843137,49.688312,0.295602,0.069211,0,0,0.434023,0,0.044631,0.234136,0,0,1.468271,0,0.150985,0,0,6.271028,0,0.64486,?,?,?,?,?,?,?,0,0.102832,?,63,143,1
1,1,5.117647,8,0,0,0,5.745098,12,0,3.666667,8,9,1,?,?,?,0.9,0.1,0.3,0.1,0,6.717391,0,0,0,47.111111,0,5.111111,0,1,0.3,0.666667,2.333333,14,0,0,64,6,0,49,9,4.53814,331.338346,10,1,10,11,1,1,1,1,1,1,1,1,8,10,10,1,0,0,64,8.307692,0,0,0,0,63.727273,9.630769,0,0,63.272727,9.523077,0,0.226415,0,0,0.625,0,0.099057,?,?,?,?,?,?,0,0,2.760417,0,0.4375,?,?,?,?,?,?,?,0,0.158491,?,41,114,1
0.589474,0,3.727679,8,0,0.584211,2,34.724051,111,100,6.923684,38,32,0.648649,0.834847,1,0.834847,0.361702,0.08,2.106383,0.022727,0,4.674897,0,7.069767,0.348837,48.44186,0,4.255814,2.55814,0,1.06383,1,8.325581,55,12,2,174,19,18,410,30,4.753278,3214.530926,50,39,47,42,1,1,41,47,41,1,42,39,1,39,41,45,92.980392,49.723404,92.901961,49.319149,92.764706,49.12766,92.823529,49.702128,93,50,0,0,92.843137,49.659574,0.026718,0.538168,0.023855,0.089695,0.024332,0,0.128817,20.142857,0.892857,3.357143,0.910714,0,4.821429,0.044326,0.166667,0.045213,0,0.239362,3.76,1.02,0,5.4,0.271277,0,1.43617,0,5.294118,?,79,84,1
0.926829,0,5.092105,11,0,0.02439,1,3,13,0,9.341463,51,10,1,0.907485,1,0.907485,0.3,0,0.1,0.090909,0,9.840909,0.1,10.3,0.2,60.3,0,5.2,0.1,0.1,1.2,2.1,10.9,47,31,1,78,7,1,110,8,4.48592,471.061497,10,10,10,11,1,10,7,10,1,1,1,10,10,1,1,6,0,0,78,9.721519,77.818182,9.898734,0,0,78,10,0,0,77.818182,9.632911,0,0.710963,0.008306,0,0.013289,0,0.086379,?,?,?,?,?,?,0.011682,0,0.018692,0,0.121495,0,1.6,0,10.4,?,?,?,0,6.5,?,31,44,0
0.588235,0,6.1,11,0,0.176471,1,1.619048,4,100,5.176471,37,6,1,0.679366,1,0.679366,0.111111,0.2,0.111111,0.125,0,7.066667,0.142857,2.285714,0.571429,22.857143,0,2.714286,0,0,0.555556,0.428571,3.428571,13,4,2,35,5,0,32,3,4.395415,158.123427,10,9,9,11,1,9,9,9,7,1,8,1,1,9,9,9,0,10,52,9.811321,51.545455,9.849057,0,0,0,0,0,0,51.636364,9.924528,0.248826,0.497653,0.061033,0,0,0,0.079812,2,0.245283,0,0,0,0.320755,0.122642,0,0,0,0.160377,0,0,0,1.307692,?,?,?,?,?,?,5,7,1
0.843284,0,5.482456,11,0,0.067164,1,10.836478,33,0,7.149254,57,25,0.675676,0,1,0,0.2,0.14,0.08,0.022727,0.04,5.858407,0.116279,11.348837,0.581395,33.069767,0,3.511628,0.069767,0,0.5,0.976744,12.44186,23,20,3,65,8,4,535,24,3.951977,1534.050074,50,50,50,51,50,49,50,50,26,1,50,50,1,50,50,50,0,0,64.627451,49.712121,64.882353,49.69697,65,49.939394,0,0,0,0,64.862745,49.742424,0,0.465541,0.064698,0.003516,0,0,0.090014,?,?,?,?,?,?,0.138973,0.007553,0,0,0.193353,0.054348,0,0,1.391304,0,0,25.6,?,?,?,41,82,1
0,0,0,0,0,0,0,1,1,84.68,0,0,0,?,?,?,?,0,0.3,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33,5,4.460004,?,10,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,68,9.434783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,1
0.653061,0,6.220588,12,0,0.693878,5,4.381356,15,100,4.816327,21,20,0.9,?,?,?,0.2,0.229167,0.333333,0.388889,0.066667,7.776316,0.090909,4.545455,0.909091,41.590909,0.136364,4,0.136364,0.166667,0.533333,0.818182,7,26,12,3,94,11,4,263,11,4.900644,916.467273,48,30,30,49,30,30,30,30,44,30,28,30,30,29,30,30,93.959184,48,93.979592,47.863158,93.857143,47.642105,0,0,93.938776,47.810526,0,0,93.897959,47.768421,0.463028,0.306925,0.036385,0,0.063967,0,0.041667,0.662864,0.07858,0,0.13815,0,0.089987,0.118547,0,0.208413,0,0.135755,0,1.758065,0,1.145161,?,?,?,0,0.651376,?,73,75,1
0.717949,0,5.604651,10,0,0.444444,3,3.157025,12,100,7.145299,45,19,0.9,0,1,0,0.307692,0.206897,0.230769,0.047619,0.038462,6.189873,0.05,11,0.2,43,0.05,4.75,0.2,0.076923,0.923077,1.2,12.4,16,24,1,77,10,4,261,9,4.454034,1029.082029,29,26,26,29,26,26,25,26,18,26,15,26,26,26,26,26,77,28.871795,77,28.75641,76.933333,28.833333,76.966667,28.846154,77,28.948718,0,0,76.633333,28.692308,0.106029,0.495842,0.013514,0.008316,0.017672,0,0.100832,4.676471,0.127451,0.078431,0.166667,0,0.95098,0.027254,0.016771,0.035639,0,0.203354,0.615385,1.307692,0,7.461538,2.125,0,12.125,0,5.705882,?,30,47,1
0.826531,0,5.626506,13,0,0.244898,2,3.788991,11,100,6.663265,45,20,0.85,?,?,?,0.357143,0.2,0.214286,0.043478,0,6.9,0,4.727273,0.5,36.090909,0,3.681818,0.136364,0.25,0.464286,0.454545,7.136364,17,10,2,87,10,1,183,11,4.865272,626.833585,30,28,28,31,1,1,28,28,29,1,27,28,28,27,28,27,86.935484,29.818182,86.967742,29.852273,86.935484,29.977273,86.709677,29.806818,86.967742,29.897727,0,0,86.935484,29.840909,0.150054,0.3194,0.039657,0.002144,0.27224,0,0.061093,2.128571,0.264286,0.014286,1.814286,0,0.407143,0.124161,0.006711,0.852349,0,0.191275,0.054054,6.864865,0,1.540541,127,0,28.5,0,0.224409,?,60,88,1
0.538462,0,3.714286,6,0,0.076923,1,0.75,3,0,7.076923,57,5,1,?,?,?,0,0.3,0,0.125,0,4.916667,0,1.714286,1,18.142857,0,2.142857,0.142857,0,0.1,0.285714,3.428571,11,4,2,54,7,1,32,2,4.443291,76,10,1,1,11,1,1,10,10,10,1,10,10,1,10,10,10,0,10,54,9.945455,53.727273,9.836364,0,0,54,10,0,0,54,9.8,0.286517,0.162921,0.168539,0,0.247191,0,0.033708,0.568627,0.588235,0,0.862745,0,0.117647,1.034483,0,1.517241,0,0.206897,0,1.466667,0,0.2,?,?,?,0,0.136364,?,2,2,1
0.488889,0,5.5,9,0,0,0,5.088889,13,0,7.866667,45,7,0.875,0,1,0,0.222222,0,1.333333,0.1,0,3.333333,0,8.888889,0,29.777778,0,3.555556,1.333333,0,0.888889,0,8.888889,16,16,0,41,5,11,96,6,4.231596,254.875651,10,8,8,11,1,1,1,1,1,1,1,8,1,1,1,1,41,9.761905,41,9.190476,0,0,41,9.595238,41,9.761905,0,0,40.818182,9.071429,0.097222,0.340278,0,0.090278,0.069444,0,0.104167,3.5,0,0.928571,0.714286,0,1.071429,0,0.265306,0.204082,0,0.306122,?,?,?,?,0.769231,0,1.153846,0,1.5,?,18,28,1
0.959596,0,6.736842,13,0,0.747475,3,4.466667,17,100,5.434343,15,17,0.333333,?,?,?,0,0.166667,0.782609,0.052632,0,13.018519,0,0,2,55.055556,0,3,0,0,0.782609,0,3,23,0,2,62,3,0,127,19,4.669114,742.763925,30,1,22,31,1,1,1,22,29,1,1,1,1,22,1,22,61.870968,29.857143,62,29.634921,61.903226,29.492063,0,0,0,0,0,0,60.870968,29.666667,0.189034,0.575286,0.13257,0,0,0,0.05892,3.04329,0.701299,0,0,0,0.311688,0.230441,0,0,0,0.102418,0,0,0,0.444444,?,?,?,?,?,?,156,255,1
0.657407,0,3.647887,8,0,0.074074,1,3.774194,11,0,4.12037,45,19,0.782609,?,?,?,0.366667,0.1,0.133333,0.035714,0,11.820896,0.074074,8.740741,0.592593,44.962963,0.111111,3.333333,0,0.1,0.6,0.481481,9.481481,35,16,2,92,7,0,288,10,4.269979,889.680202,30,30,30,31,1,30,1,29,26,30,26,1,30,30,30,30,0,0,91.935484,29.784946,91.83871,29.623656,0,0,0,0,0,0,92,29.849462,0,0.670051,0.044839,0,0,0,0.068528,?,?,?,?,?,?,0.066919,0,0,0,0.102273,0,0,0,1.528302,?,?,?,?,?,?,45,45,0
0.850394,0,5.027778,11,0,0.503937,3,5.007353,19,100,5.086614,38,16,0.833333,0.534522,1,0.534522,0.26087,0.066667,0.347826,0.125,0.043478,7.424658,0.095238,9.428571,0.428571,43.47619,0.047619,4.285714,0.095238,0.043478,0.695652,1.285714,11.047619,22,24,2,78,9,3,331,20,4.582305,894.817037,30,22,23,30,23,23,1,23,1,23,23,23,23,15,23,21,80.354839,29.702381,83,29.821429,82.83871,29.761905,83,29.285714,83,30,0,0,82.774194,29.77381,0.294349,0.416797,0.021193,0.002355,0.011774,0,0.065149,1.416,0.072,0.008,0.04,0,0.221333,0.050847,0.00565,0.028249,0,0.156309,0.111111,0.555556,0,3.074074,5,0,27.666667,0,5.533333,?,33,40,1
0.593496,0,5.179487,13,0,0.878049,7,4.224638,19,100,5.03252,57,22,0.785714,?,?,?,0.026316,0,0.315789,0.173913,0.026316,4.862385,0.026316,7.315789,0.394737,28.815789,0,3.368421,0.131579,0.157895,0.315789,0.5,9.236842,18,23,2,74,9,5,409,9,4.548825,679.398121,48,38,38,49,38,38,38,38,47,1,38,38,38,38,38,38,74,48,73.979592,47.853333,73.857143,47.68,74,48,74,47.986667,0,0,73.897959,47.88,0.263231,0.160864,0.03273,0.002786,0.289694,0,0.038997,0.611111,0.124339,0.010582,1.100529,0,0.148148,0.203463,0.017316,1.800866,0,0.242424,0.085106,8.851064,0,1.191489,104,0,14,0,0.134615,?,38,43,1
0.601942,0,5.921053,12,0,0.145631,1,6.088496,15,100,5.466019,37,22,0.769231,?,?,?,0.37931,0.033333,0.413793,0.034483,0.068966,4.571429,0.071429,7.428571,0.357143,29.071429,0.035714,3.678571,0.321429,0.310345,0.551724,0.178571,9.964286,19,12,1,90,12,2,289,10,4.390182,942.523984,30,28,29,31,29,29,29,29,29,29,18,29,29,29,29,29,90,30,89.935484,29.923077,89.935484,29.67033,89.935484,29.505495,90,29.747253,0,0,89.806452,29.813187,0.063291,0.409666,0.042578,0.006904,0.071346,0,0.09206,6.472727,0.672727,0.109091,1.127273,0,1.454545,0.103933,0.016854,0.174157,0,0.224719,0.162162,1.675676,0,2.162162,10.333333,0,13.333333,0,1.290323,?,39,64,1
